jittered_title,seed_title,onet_code,onet_name
Community Probation Officer Needed (Competitive Salary & Benefits!),Probation Officer,21-1092.00,Probation Officers and Correctional Treatment Specialists
Probation Officer Position Open – Apply Now to Make a Difference!,Probation Officer,21-1092.00,Probation Officers and Correctional Treatment Specialists
Hiring Immediately: Probation Officer (Adult Supervision Unit),Probation Officer,21-1092.00,Probation Officers and Correctional Treatment Specialists
Probation Officer Opportunity – Great Career Growth Potential,Probation Officer,21-1092.00,Probation Officers and Correctional Treatment Specialists
Exciting Opportunity: Children's Book Author Needed for New Fantasy Series,Children's Book Author,27-3043.05,"Poets, Lyricists and Creative Writers"
"Children's Book Author (Part-time, Contract) - Remote Work Available",Children's Book Author,27-3043.05,"Poets, Lyricists and Creative Writers"
Creative Children's Book Author Wanted – Immediate Freelance Opportunity,Children's Book Author,27-3043.05,"Poets, Lyricists and Creative Writers"
Children's Book Author – Join Our Award-winning Publishing Team!,Children's Book Author,27-3043.05,"Poets, Lyricists and Creative Writers"
Hiring Passionate Children's Book Author for Educational Series,Children's Book Author,27-3043.05,"Poets, Lyricists and Creative Writers"
"Banquet Cook - Flexible Shifts, Competitive Pay & Great Team Atmosphere!",Banquet Cook,35-2014.00,"Cooks, Restaurant"
Immediate Opening: Banquet Cook (Experience Preferred),Banquet Cook,35-2014.00,"Cooks, Restaurant"
Banquet Cook Needed for Premier Event Venue – Evening & Weekend Shifts,Banquet Cook,35-2014.00,"Cooks, Restaurant"
Join Our Culinary Team as a Banquet Cook - Sign-On Bonus Available!,Banquet Cook,35-2014.00,"Cooks, Restaurant"
Banquet Cook Position – Work with Top Chefs at Exclusive Events,Banquet Cook,35-2014.00,"Cooks, Restaurant"
Certified Bodywork Therapist - Join Our Wellness Spa (Flexible Hours),Bodywork Therapist,31-9011.00,Massage Therapists
Bodywork Therapist Opportunity: Holistic Health Center Hiring Now!,Bodywork Therapist,31-9011.00,Massage Therapists
"Experienced Bodywork Therapist Wanted - Part-Time, High Earning Potential",Bodywork Therapist,31-9011.00,Massage Therapists
Bodywork Therapist (Massage & Holistic Therapy) – Immediate Openings,Bodywork Therapist,31-9011.00,Massage Therapists
Now Hiring: Bodywork Therapist for Luxury Resort Spa,Bodywork Therapist,31-9011.00,Massage Therapists
"Clinical Laboratory Scientist - $10K Sign-On Bonus, Full-Time Day Shift",Clinical Laboratory Scientist,19-1022.00,Microbiologists
Now Hiring Clinical Laboratory Scientist – Excellent Benefits & Growth Opportunities,Clinical Laboratory Scientist,19-1022.00,Microbiologists
Clinical Laboratory Scientist Needed - Hematology Experience Preferred,Clinical Laboratory Scientist,19-1022.00,Microbiologists
Exciting Clinical Laboratory Scientist Role at Leading Healthcare Facility,Clinical Laboratory Scientist,19-1022.00,Microbiologists
Join Our Team as Clinical Laboratory Scientist - Competitive Salary & Benefits,Clinical Laboratory Scientist,19-1022.00,Microbiologists
Tenured Mathematical Sciences Professor - Leading Research University,Mathematical Sciences Professor,25-1022.00,"Mathematical Science Teachers, Postsecondary"
Mathematical Sciences Professor Needed - Teach & Inspire the Next Generation,Mathematical Sciences Professor,25-1022.00,"Mathematical Science Teachers, Postsecondary"
"Mathematical Sciences Professor (Full-Time, Research & Teaching)",Mathematical Sciences Professor,25-1022.00,"Mathematical Science Teachers, Postsecondary"
Hiring Mathematical Sciences Professor Specializing in Applied Mathematics,Mathematical Sciences Professor,25-1022.00,"Mathematical Science Teachers, Postsecondary"
Mathematical Sciences Professor Position Available – Collaborative Academic Environment,Mathematical Sciences Professor,25-1022.00,"Mathematical Science Teachers, Postsecondary"
Laboratory Manager - Clinical Pathology Dept. (Day Shift),Lab Manager (Laboratory Manager),11-9121.00,Natural Sciences Managers
Lab Manager — Leading Biotech Firm (Great Benefits!),Lab Manager (Laboratory Manager),11-9121.00,Natural Sciences Managers
Laboratory Operations Manager (Biotech Startup),Lab Manager (Laboratory Manager),11-9121.00,Natural Sciences Managers
Experienced Lab Manager Needed - Environmental Testing Facility,Lab Manager (Laboratory Manager),11-9121.00,Natural Sciences Managers
Laboratory Manager (Quality Control & Compliance),Lab Manager (Laboratory Manager),11-9121.00,Natural Sciences Managers
Prep Operator - Food Manufacturing (2nd Shift Available!),Preparation Operator (Prep Operator),51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Preparation Operator Needed ASAP - Pharmaceutical Facility,Preparation Operator (Prep Operator),51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Prep Operator - Entry Level (Training Provided),Preparation Operator (Prep Operator),51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Urgent Hiring: Preparation Operator (Chemical Processing Dept.),Preparation Operator (Prep Operator),51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
"Preparation Operator (Temp-to-Hire, Weekly Pay!)",Preparation Operator (Prep Operator),51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Part-Time Bus Assistant Needed (Schools & Special Education Dept.),Bus Assistant,53-6061.00,Passenger Attendants
Immediate Opening: Bus Assistant (No Experience Necessary!),Bus Assistant,53-6061.00,Passenger Attendants
Bus Assistant — AM/PM Split Shift - Apply Today!,Bus Assistant,53-6061.00,Passenger Attendants
Hiring Bus Assistant: Safe Transportation for Students,Bus Assistant,53-6061.00,Passenger Attendants
"Bus Assistant (Paid Training, Great Hours)",Bus Assistant,53-6061.00,Passenger Attendants
Wind Site Manager - Renewable Energy Project (Midwest Region),Wind Site Manager,11-9199.09,Wind Energy Operations Managers
Experienced Wind Site Manager Needed (Competitive Salary!),Wind Site Manager,11-9199.09,Wind Energy Operations Managers
Hiring Wind Site Manager — Join Our Green Energy Team!,Wind Site Manager,11-9199.09,Wind Energy Operations Managers
Wind Site Operations Manager - Turbine Maintenance & Safety,Wind Site Manager,11-9199.09,Wind Energy Operations Managers
Site Manager (Wind Energy) – Immediate Opportunity Available,Wind Site Manager,11-9199.09,Wind Energy Operations Managers
Personal Private Chef (Live-In Opportunity - Hamptons Estate),Personal Private Chef,35-2013.00,"Cooks, Private Household"
Private Chef Needed – Gourmet Meals for Busy Executive Family,Personal Private Chef,35-2013.00,"Cooks, Private Household"
Personal Private Chef Wanted - Health-Conscious Meal Prep,Personal Private Chef,35-2013.00,"Cooks, Private Household"
Experienced Personal Chef (Flexible Schedule!),Personal Private Chef,35-2013.00,"Cooks, Private Household"
Private Chef Opportunity - Exclusive Clientele & Travel Included,Personal Private Chef,35-2013.00,"Cooks, Private Household"
Full-Time Clinic Office Assistant Needed – Join our Family Medicine Team!,Clinic Office Assistant,43-6013.00,Medical Secretaries and Administrative Assistants
Clinic Office Assistant (Bilingual Preferred) - Immediate Start!,Clinic Office Assistant,43-6013.00,Medical Secretaries and Administrative Assistants
Clinic Office Assistant - Pediatrics Department – Day Shift,Clinic Office Assistant,43-6013.00,Medical Secretaries and Administrative Assistants
Now Hiring Clinic Office Assistant – No Weekends!,Clinic Office Assistant,43-6013.00,Medical Secretaries and Administrative Assistants
Clinic Office Assistant at Community Health Clinic – Great Benefits!,Clinic Office Assistant,43-6013.00,Medical Secretaries and Administrative Assistants
Varsity Basketball Coach Wanted – Inspire Our Student Athletes!,Basketball Coach,27-2022.00,Coaches and Scouts
Basketball Coach (Part-time) – Evening Practices & Weekend Games,Basketball Coach,27-2022.00,Coaches and Scouts
Assistant Basketball Coach – High School Athletics Program,Basketball Coach,27-2022.00,Coaches and Scouts
Youth Basketball Coach Needed – Experience Preferred but Not Required!,Basketball Coach,27-2022.00,Coaches and Scouts
"Basketball Coach Opportunity – Competitive Pay, Great Community",Basketball Coach,27-2022.00,Coaches and Scouts
Glass Tube Bender – Experienced Artisan Needed,Glass Tube Bender,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Immediate Opening: Precision Glass Tube Bender – Full-Time Role,Glass Tube Bender,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Glass Tube Bender – Custom Laboratory Equipment Manufacturing,Glass Tube Bender,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Seeking Skilled Glass Tube Bender – Day Shift Position,Glass Tube Bender,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Glass Tube Bender Wanted – Excellent Pay & Benefits (Apply Now!),Glass Tube Bender,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Inside Sales Representative – Earn up to $75K/year + Bonuses!,Inside Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
Join Our Team: Inside Sales Rep (No Cold Calling!),Inside Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
Inside Sales Representative – Remote Work Opportunity Available,Inside Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
Hiring Inside Sales Representatives Now – Training Provided,Inside Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
Inside Sales Professional Needed – Fast-Growing Tech Company,Inside Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
"Liquefied Natural Gas (LNG) Technician – Rotational Schedule, Great Benefits!",Liquefied Natural Gas Technician (LNG Technician),51-8092.00,Gas Plant Operators
Experienced LNG Technician Wanted – Energy Sector Position,Liquefied Natural Gas Technician (LNG Technician),51-8092.00,Gas Plant Operators
LNG Technician – Immediate Hire – Competitive Salary & Benefits,Liquefied Natural Gas Technician (LNG Technician),51-8092.00,Gas Plant Operators
Liquefied Natural Gas Technician – Onshore Facility Operations,Liquefied Natural Gas Technician (LNG Technician),51-8092.00,Gas Plant Operators
Join Our Team as an LNG Technician – Career Growth Opportunities!,Liquefied Natural Gas Technician (LNG Technician),51-8092.00,Gas Plant Operators
Experienced Permits Specialist - Land Use & Transportation Division,Permits Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Permits Specialist (Full-Time) | Fast-Paced Urban Development,Permits Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Immediate Opening: City Planning Permits Specialist (Apply Now!),Permits Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Permitting & Documentation Specialist – Residential Construction,Permits Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Permits Specialist - Federal Projects Compliance Team,Permits Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Adjunct Theology Professor Needed! Flexible teaching schedule,Theology Professor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Assistant Professor in Theology - Tenure Track,Theology Professor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Theology Professor (Comparative Religions & Ethics),Theology Professor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Part-Time Visiting Professor - Theology & Religious Studies,Theology Professor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
"Theology Professor - Online Program, Immediate Start",Theology Professor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Creative Lyricist Collaboration Opportunity,Lyricist,27-3043.05,"Poets, Lyricists and Creative Writers"
Professional Lyricist Wanted - Pop & R&B Genres,Lyricist,27-3043.05,"Poets, Lyricists and Creative Writers"
Lyricist Needed Urgently for International Music Project,Lyricist,27-3043.05,"Poets, Lyricists and Creative Writers"
Freelance Lyricist - TV & Film Sync Licensing,Lyricist,27-3043.05,"Poets, Lyricists and Creative Writers"
"Lyricist/Songwriter - Indie Label, Remote OK",Lyricist,27-3043.05,"Poets, Lyricists and Creative Writers"
Bridge Carpenter - Heavy Civil Construction (Denver Metro Area),Bridge Carpenter,47-2031.00,Carpenters
Hiring Now! Experienced Bridge Carpenter (DOT Projects),Bridge Carpenter,47-2031.00,Carpenters
Union Bridge Carpenter | Great Benefits & Pay,Bridge Carpenter,47-2031.00,Carpenters
Bridge Carpenter Needed for Infrastructure Expansion Project,Bridge Carpenter,47-2031.00,Carpenters
